GenderSelect,Country,FormalEducation,Tenure,JobFunctionSelect,AlgorithmUnderstandingLevel,WorkDataVisualizations,CompensationUSD,LearningStyle
Male,Iran,Doctoral degree,6 to 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to explain the algorithm to someone non-technical,10-25% of projects,23835.384,SelfLearner
Male,United Kingdom,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,10-25% of projects,119176.92,MixLearner
Male,United Kingdom,Bachelor's degree,3 to 5 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data","Enough to code it again from scratch, albeit it may run slowly",100% of projects,105935.04,MixLearner
Female,United Kingdom,Doctoral degree,More than 10 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,76-99% of projects,55615.896,SelfLearner
Male,United Kingdom,Master's degree,More than 10 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,51-75% of projects,595884.6,MixLearner
Male,United Kingdom,Master's degree,3 to 5 years,Other,Enough to explain the algorithm to someone non-technical,100% of projects,35753.076,SelfLearner
Male,United Kingdom,Master's degree,1 to 2 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to explain the algorithm to someone non-technical,100% of projects,19862.82,SelfLearner
Male,United Kingdom,Bachelor's degree,1 to 2 years,Analyze and understand data to influence product or business decisions,Enough to run the code / standard library,100% of projects,39725.64,SelfLearner
Male,United Kingdom,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",100% of projects,59588.46,ClassroomLearner
Male,United Kingdom,Doctoral degree,6 to 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",Less than 10% of projects,86072.22,ClassroomLearner
Male,United Kingdom,Bachelor's degree,Less than a year,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,51-75% of projects,83423.844,MixLearner
Male,United Kingdom,Master's degree,3 to 5 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",Less than 10% of projects,66474.2376,MixLearner
Female,United Kingdom,Doctoral degree,6 to 10 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",76-99% of projects,112555.98,SelfLearner
Male,United Kingdom,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,51-75% of projects,74154.528,SelfLearner
Male,United Kingdom,Bachelor's degree,3 to 5 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to explain the algorithm to someone non-technical,76-99% of projects,145660.68,MixLearner
Male,United Kingdom,Bachelor's degree,More than 10 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data","Enough to code it again from scratch, albeit it may run slowly",76-99% of projects,55615.896,ClassroomLearner
Male,United Kingdom,Doctoral degree,More than 10 years,Other,Enough to explain the algorithm to someone non-technical,76-99% of projects,145660.68,SelfLearner
Male,United Kingdom,Doctoral degree,6 to 10 years,Research that advances the state of the art of machine learning,"Enough to code it again from scratch, albeit it may run slowly",51-75% of projects,52967.52,MixLearner
Male,United Kingdom,Doctoral degree,6 to 10 years,Other,Enough to explain the algorithm to someone non-technical,100% of projects,53629.614,SelfLearner
Male,United Kingdom,Master's degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to code it from scratch and it will run blazingly fast and be super efficient,76-99% of projects,99314.1,MixLearner
Male,United Kingdom,Master's degree,6 to 10 years,Research that advances the state of the art of machine learning,Enough to refine and innovate on the algorithm,Less than 10% of projects,50981.238,MixLearner
Male,Greece,Doctoral degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",26-50% of projects,105935.04,SelfLearner
Male,United Kingdom,Doctoral degree,6 to 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to tune the parameters properly,76-99% of projects,51643.332,MixLearner
Male,United Kingdom,Doctoral degree,6 to 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to explain the algorithm to someone non-technical,100% of projects,112555.98,ClassroomLearner
Male,United Kingdom,Bachelor's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,76-99% of projects,43234.7382,SelfLearner
Female,United Kingdom,Doctoral degree,3 to 5 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",76-99% of projects,66209.4,JobLearner
Male,United Kingdom,Doctoral degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to run the code / standard library,100% of projects,51643.332,ClassroomLearner
Male,United Kingdom,Bachelor's degree,More than 10 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",51-75% of projects,101962.476,MixLearner
Male,United Kingdom,Doctoral degree,6 to 10 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,76-99% of projects,62898.93,MixLearner
Male,United Kingdom,Doctoral degree,More than 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to explain the algorithm to someone non-technical,100% of projects,50319.144,ClassroomLearner
Male,United Kingdom,Bachelor's degree,More than 10 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,26-50% of projects,105935.04,MixLearner
Female,United Kingdom,Master's degree,1 to 2 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",51-75% of projects,55615.896,MixLearner
Male,United Kingdom,Bachelor's degree,6 to 10 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",100% of projects,58264.272,JobLearner
Male,United Kingdom,Bachelor's degree,6 to 10 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,100% of projects,77597.4168,SelfLearner
